,Filename,Label,Sentence
652,055_DEU_2020-10-25_2022-05-20_10:33:01.5.txt,NONE,'\t\t→ Article 2 Article 1 Amendment of the Federal Salary Act Article 1 is quoted in 1 provision and amends mWv.
653,055_DEU_2020-10-25_2022-05-20_10:33:01.5.txt,NONE,25th
654,055_DEU_2020-10-25_2022-05-20_10:33:01.5.txt,NONE,October 2020 BBesG § 14 § 14 of the Federal Salary Act in the version of the notice of 19.
655,055_DEU_2020-10-25_2022-05-20_10:33:01.5.txt,NONE,June 2009 (BGBl.
656,055_DEU_2020-10-25_2022-05-20_10:33:01.5.txt,NONE,I p. 1434)- last through Article 2 of the law of 7th
657,055_DEU_2020-10-25_2022-05-20_10:33:01.5.txt,NONE,December 2020 (BGBl.
658,055_DEU_2020-10-25_2022-05-20_10:33:01.5.txt,EMPLOYMENT POLICY,"I p. 2756) has been amended- the following paragraph 4 is added: ""(4) To alleviate the additional burden of the COVID-19 pandemic in 2020, civil servants and soldiers will be granted a one-off special payment."
659,055_DEU_2020-10-25_2022-05-20_10:33:01.5.txt,EMPLOYMENT POLICY,The amount of the special payment is 1. for salary groups A 3 to A 8 600 euros - 2. for salary groups A 9 to A 12 400 euros - 3. for salary groups A 13 to A 15 300 euros - 4. for candidates 200 Euro.
660,055_DEU_2020-10-25_2022-05-20_10:33:01.5.txt,EMPLOYMENT POLICY,The payment will only be granted - if 1. the employment relationship on the 1st
661,055_DEU_2020-10-25_2022-05-20_10:33:01.5.txt,NONE,October 2020 and 2nd at least one day between 1st
662,055_DEU_2020-10-25_2022-05-20_10:33:01.5.txt,NONE,March 2020 and the 31st
663,055_DEU_2020-10-25_2022-05-20_10:33:01.5.txt,NONE,October 2020 there was an entitlement to remuneration from an office in salary brackets A 3 to A 15 or to candidate remuneration.
664,055_DEU_2020-10-25_2022-05-20_10:33:01.5.txt,NONE,§ 6 paragraph 1 and § 6a paragraphs 1 and 3 apply accordingly.
665,055_DEU_2020-10-25_2022-05-20_10:33:01.5.txt,NONE,The conditions on the 1st are decisive.
666,055_DEU_2020-10-25_2022-05-20_10:33:01.5.txt,NONE,October 2020.
667,055_DEU_2020-10-25_2022-05-20_10:33:01.5.txt,EMPLOYMENT POLICY,Payment will only be granted once to each eligible person; it is equivalent to a corresponding benefit from another legal relationship in the federal public service.
668,055_DEU_2020-10-25_2022-05-20_10:33:01.5.txt,NONE,"The payment is not taken into account in the calculation of the surcharges according to § 6 paragraphs 2 to 4 and § 6a paragraph 2 as well as other payments."""
669,051_DEU_2020-10-12_2022-05-20_10:33:01.2.txt,EMPLOYMENT POLICY,Second ordinance on the period of receipt of short-time work benefits (Second Ordinance on the Period of Short-Time Work Benefits - 2.
670,051_DEU_2020-10-12_2022-05-20_10:33:01.2.txt,NONE,KugBeV) V. v. 12.10.2020 Federal Law Gazette.
671,051_DEU_2020-10-12_2022-05-20_10:33:01.2.txt,NONE,'I p. 2165 (no.
672,051_DEU_2020-10-12_2022-05-20_10:33:01.2.txt,EMPLOYMENT POLICY,46) Valid from 01/01/2021 to 12/31/2021; FNA: 860-3-19-6 Social Code 1 Amendment of the entry formula § 1 Reference period § 2 Coming into effect - expiry Closing formula Entry formula On the basis of § 109 paragraph 1 of the third book of the Social Code - employment promotion - the last through Article 1 number 17 letter a of the law of 20
673,051_DEU_2020-10-12_2022-05-20_10:33:01.2.txt,NONE,May 2020 (BGBl.
674,051_DEU_2020-10-12_2022-05-20_10:33:01.2.txt,EMPLOYMENT POLICY,I p. 1044) has been changed - the Federal Ministry of Labor and Social Affairs decrees: Table of contents | Print/PDF | to the top § 1 Period of entitlement The period of entitlement to short-time work benefits for employees whose entitlement to short-time work benefits is until 31
675,051_DEU_2020-10-12_2022-05-20_10:33:01.2.txt,NONE,December 2020 arose - beyond the reference period according to § 104 paragraph 1 sentence 1 of the third book of the Social Security Code up to 24 months - at the longest until 31.
676,051_DEU_2020-10-12_2022-05-20_10:33:01.2.txt,NONE,December 2021- extended.
677,051_DEU_2020-10-12_2022-05-20_10:33:01.2.txt,NONE,Table of Contents | Print/PDF | to the top § 2 entry into force - expiry § 2 changes with further recomm.
678,051_DEU_2020-10-12_2022-05-20_10:33:01.2.txt,NONE,1.
679,051_DEU_2020-10-12_2022-05-20_10:33:01.2.txt,NONE,January 2022 2nd
680,051_DEU_2020-10-12_2022-05-20_10:33:01.2.txt,NONE,KugBeV This regulation comes into effect on 1.
681,051_DEU_2020-10-12_2022-05-20_10:33:01.2.txt,NONE,Effective January 2021.
682,051_DEU_2020-10-12_2022-05-20_10:33:01.2.txt,NONE,It will come into effect at the end of the 31st
683,051_DEU_2020-10-12_2022-05-20_10:33:01.2.txt,NONE,Retired December 2021.
684,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"Ordinance on the granting and implementation of measures from the Economic Stabilization Fund according to the Stabilization Fund Act (Economic Stabilization Fund Implementation Ordinance - WSF-DV) Non-official table of contents WSF-DV Issue date: 01.10.2020 Full citation: ""Economic Stabilization Fund Implementation Ordinance of 1."
685,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,October 2020 (BGBl.
686,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"I p. 2058)"" footnote (+++ Text reference from: 8.10.2020 +++) (+++ For application cf."
687,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,§§ 6- 9 +++) Non-official table of contents Introductory formula On the basis of § 20 paragraph 6 sentence 1- of § 21 paragraph 2- of § 22 paragraph 3 and § 25 paragraph 3 of the Stabilization Fund Act- by Article 1 number 7 of the Law of the 27th
688,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,March 2020 (BGBl.
689,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,'I p. 543) have been inserted - the Federal Ministry of Finance in agreement with the Federal Ministry for Economic Affairs and Energy decrees: Non-official table of contents Section 1 Administration of the Economic Stabilization Fund (1) The administration of the Economic Stabilization Fund is the responsibility of the Federal Republic of Germany - Finanzagentur GmbH (Finance Agency). In accordance with Section 18 of the Stabilization Fund Act.
690,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,Management does not include receiving applications for benefits from the Economic Stabilization Fund or deciding on these applications.
691,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,(2) The Finance Agency is authorized - on behalf of the Economic Stabilization Fund - to conclude contracts with companies for the implementation of approved measures pursuant to Sections 21 and 22 of the Stabilization Fund Act - which make use of the guarantee payments or recapitalization measures pursuant to this Ordinance.
692,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,The contracts are to be drawn up in such a way that the benefits granted from the fund are secured and compliance with the conditions associated with the granting of these benefits is guaranteed.
693,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"'(3) Within the first six months after the end of a financial year, the finance agency shall also draw up annual financial statements and a management report for the Economic Stabilization Fund in accordance with the provisions of the first subsection of the second section of Book Three of the Commercial Code applicable to large corporations."
694,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"There is an obligation to provide information to the Federal Ministry of Finance, the Federal Ministry for Economic Affairs and Energy and the committee pursuant to Section 10a of the Stabilization Fund Act."
695,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,The ability to provide information on the part of the finance agency must be guaranteed at all times.
696,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,The annual financial statements and the management report are to be examined by the auditor of the finance agency in accordance with the provisions of the Commercial Code.
697,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,Further requirements for the presentation of the financial situation of the Economic Stabilization Fund can be made by instruction of the Federal Ministry of Finance.
698,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,(4) The finance agency is bound by the principles of proper financial management in the performance of its tasks.
699,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"At the end of each financial year, the finance agency draws up an annual financial statement for the Economic Stabilization Fund in accordance with the requirements of Section 11 of the Stabilization Fund Act."
700,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,(5) The Finance Agency is bound by the provisions of the Stabilization Fund Act and the related ordinances as well as the instructions and decisions of the Federal Ministry of Finance when performing the tasks assigned to it under paragraph 1.
701,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,These instructions and decisions are made in accordance with the legal responsibilities in consultation with the Federal Ministry for Economic Affairs and Energy.
702,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"When implementing measures from the Economic Stabilization Fund and contractually securing them in accordance with paragraph 2, the finance agency must take into account decisions of the European Council and specifications of the European Commission - in particular with regard to compatibility with Articles 107 and 108 of the Treaty on the Functioning of the European Union. as well as the requirements 1. of the communication C(2020) 1863 of the Commission of 19."
703,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,March 2020 - Temporary Framework for State aid to support the economy in the current COVID-19 outbreak (OJ
704,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,C 91 I of 20.3.2020- p. 1)- 2nd of Commission Communication C(2020) 2215 of 3rd
705,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,April 2020 - Amendment of the Temporary Framework for State aid to support the economy in view of the current COVID-19 outbreak (OJ
706,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,C 112 I of 4.4.2020- p. 1)- 3. of the Communication C(2020) 3156 of the Commission of 12.
707,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,May 2020 - Amendment of the Temporary Framework for State aid to support the economy in view of the current COVID-19 outbreak (OJ
708,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,C 164 of 13.5.2020- p. 3)- 4. of Commission Communication C(2020) 4509 of 29.'
709,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,June 2020 - Amendment of the Temporary Framework for State aid to support the economy in view of the current COVID-19 outbreak (OJ
710,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,C 218 of 02.07.2020 - p. 3) (Temporary Framework for State aid).
711,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,(6) Details of the cooperation between Kreditanstalt für WieThe construction and financial agency are regulated according to § 6 paragraph 1 of the Stabilization Fund Act Transfer Ordinance.
712,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,(7) The finance agency may use third parties to fulfill its tasks under paragraphs 1 and 2.
713,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,Section 8 of the Stabilization Fund Act Transfer Ordinance applies accordingly.
714,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,(8) Insofar as measures are requested under this Regulation - which are not covered by the Temporary Framework for State Aid - or measures are requested that go beyond the provisions of this Regulation - these are subject to approval by the European Commission.
715,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,This applies to recapitalization instruments within the meaning of Section 5 in particular - if individual aid exceeds the threshold of EUR 250 million.
716,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,The provisions of Sections 2 to 9 also apply in principle if stabilization measures based on specifications by the European Commission on compatibility with Articles 107 and 108 of the Treaty on the Functioning of the European Union and the Temporary Framework for State Aid are subject to approval by the European Commission.
717,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,'A deviation from these regulations is permissible - provided that this appears necessary with regard to the purposes pursued with the measure and approval by the European Commission has been obtained.
718,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,"Unofficial Table of Contents Section 2 Guarantees (1) Upon application by companies, the Economic Stabilization Fund may issue guarantees or other warranties in any suitable form for 1. non-subordinated debt instruments or other liabilities such as bank loans and credit lines within the meaning of Section 3.2 of the Temporary Framework for State Aid or 2 . other forms of credit, taking into account the applicable state aid provisions - including an individual approval - to eliminate liquidity bottlenecks of the beneficiary company in the crisis resulting from the COVID-19 outbreak or to support its refinancing on the capital market or both."
719,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"Other forms of credit according to number 2 include, for example, letters of credit or derivatives."
720,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,Measures according to number 2 are subject to approval by the European Commission.
721,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,"(2) As a rule, guarantees should only be granted for such liabilities - for which no or insufficient state security can be obtained under other programs - in particular the special programs of the Kreditanstalt für Wiederaufbau."
722,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,This does not apply if recapitalization instruments pursuant to Section 22 of the Stabilization Fund Act are applied for at the same time as the application pursuant to paragraph 1.
723,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,(3) The liabilities for which guarantees are assumed in accordance with paragraph 1 must amount to at least five million euros.
724,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,"(4) In agreement with the applicant company, the guarantee can also be granted in a form other than that originally applied for - if another form of guarantee is more suitable - to eliminate liquidity bottlenecks or to support its refinancing on the capital market."
725,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,Unofficial table of contents Section 3 Conditions for the assumption of a guarantee (1) The conditions under which a guarantee is assumed in accordance with Section 21 (1) of the Stabilization Fund Act shall be determined by the body responsible for making decisions on the application in accordance with Section 2 of the Stabilization Fund Act Transfer Ordinance.
726,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,The competent authorities have to take into account the specifications laid down in paragraphs 2 to 5.
727,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,(2) The guarantee or other warranty shall include both principal and interest.
728,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,Modified default guarantees are provided in the usual bank form.
729,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,Loss of receivables will be borne by the Economic Stabilization Fund and the creditors proportionately and on the same terms.
730,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,The guarantee is always issued in euros.
731,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,The Economic Stabilization Fund must also hedge currency risks from the granting of guarantees in other currencies.
732,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,The costs of hedging according to sentence 4 will be charged to the beneficiary company.
733,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,(3) A reasonable consideration (remuneration) must be contractually agreed with the applicant company for the assumption of the guarantee.
734,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,The adequacy is based on § 4.
735,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,"'(4) The conditions must specify that claims under the guarantee expire if the beneficiary of the guarantee does not assert his rights immediately after the guarantee case has arisen, but no later than six months after the guarantee case has arisen."
736,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,(5) Guarantees or other warranties may not be assumed - if there is a high probability that the Federal Government will be called upon.
737,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,Unofficial table of contents § 4 Appropriate consideration and upper limit for guarantees (1) The Economic Stabilization Fund receives from the beneficiarygt companies a fee for taking over the guarantee.
738,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,"The adequacy must be determined using standard market criteria, taking into account the type of product - such as debt instruments, bank loans, credit lines, loans or guarantees - the rank of the claim - the risk of default and the amount of protection provided by the guarantee."
739,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,The use of instruments - which are not covered by Section 3.2 of the Temporary Framework for State aid - is subject to approval by the European Commission.
740,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,'(2) The consideration is due when the guarantee is claimed.
741,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,"(3) The reasonable consideration according to paragraph 1 is calculated from the product, the default risk, the guaranteed amount and the guarantee premium plus other remuneration components."
742,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,"The premium must comply with the following minimum premiums, which result from the specified percentages of the guarantee sum: Type of company\tPremium for a guarantee with a term of up to one year (per year)\tPremium for a guarantee from the 2nd"
743,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,Year of term (per year)\tPremium for a guarantee from the 4th
744,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,Year of term (per year) SME\t0-25 percent\t0-5 percent\t1-0 percent Large companies\t0-5 percent\t1-0 percent\t2-0 percent The designation as small and medium-sized enterprise (SME) is determined according to Annex 1 Article 2 Number 1 of Regulation (EU) No.
745,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,651/2014 of the Commission of 17.
746,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,June 2014 determining the compatibility of certain categories of aid with the internal market in application of Articles 107 and 108 of the Treaty on the Functioning of the European Union (OJ
747,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,L 187 of 26.6.2014 - p. 1; L 283 of 27.9.2014 - p. 65) - by Regulation (EU) 2017/1084 (OJ
748,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,L 156 of 20.6.2017 - p. 1) has been amended.
749,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"(4) Subject to the approval of individual cases by the European Commission in terms of compatibility with the requirements of European law on state aid, the level of security with funds from the Economic Stabilization Fund can amount to more than 90 percent in individual cases."
750,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,This applies in particular to short-term lines of credit and forms of credit with a term of less than one year.
751,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"If more than 90 percent is secured, the remuneration must contain a special market-related surcharge compared to the specifications of the Temporary Framework for State Aid according to Section 1 Paragraph 5 Clause 3."
752,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,"(5) If the nominal amount of the underlying debt instrument or the underlying liability decreases during the term of the guarantee, the guarantee amount shall be adjusted accordingly."
753,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,(6) Guarantees maturing after 31st
754,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,Beyond December 2020- can only be granted up to twice the annual wage bill at the beneficiary company for the year 2019 or the last available year.
755,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,The wage bill must include social security contributions and costs for personnel who work at the company's site but are formally on the payroll of subcontractors.
756,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,For companies- on or after the 1st
757,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: DIRECT PAYMENTS,Founded in January 2019 - the maximum loan amount must not exceed the expected annual wage bill for the first two years of operation.
758,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,Guarantees with a term beyond the 31st
759,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: DIRECT PAYMENTS,"December 2020, regardless of the wage bill, up to 25 percent of the total turnover of the beneficiary company in 2019 can also be granted."
760,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,"In cases that are reasonably justified to the European Commission, the guarantee amount can be increased by the liquidity requirements for the next 18 months for SMEs or for the next 12 months on the basis of a self-assessment by the beneficiary company - which must be confirmed, for example, by an auditor or tax consultant for large companies - calculated from the time of granting."
761,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,(7) For guarantees with a term until 31.
762,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,"December 2020, in cases duly justified to the European Commission, the guarantee amount may be higher than that referred to in paragraph 5 - provided that proportionality is maintained and this can be demonstrated to the European Commission."
763,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"Unofficial table of contents Section 5 Recapitalization instruments (1) At the request of companies, the Economic Stabilization Fund can participate in their recapitalization in the forms specified under Section 22 (1) of the Stabilization Fund Act."
764,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"In agreement with the respective applicant, the recapitalization can also take place in a form other than that originally applied for."
765,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,'(2) The more detailed conditions of the recapitalization are to be determined in each individual case.
766,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,A distinction must be made between 1. Participation in the form of preferred shares without voting rights and other preferred participations without voting rights in companies with a different legal form than stock corporations(Preferential participations) - 2. silent participations - subordinated loans and other hybrid financial instruments (hybrid financial instruments) and 3.
767,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,Takeover or acquisition of shares with voting rights or participations with full voting rights in companies with a legal form other than a stock corporation (participation with full voting rights).
768,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,(3) Recapitalization instruments according to paragraph 2 are to be selected in particular - if the supply of subordinated capital or equity is necessary in the event of a crisis-related loss of equity - in order to restore creditworthiness.
769,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,The need to restore creditworthiness by providing equity or subordinated capital is particularly relevant if the company is not in a position to obtain the necessary funds on the market to ensure liquidity and the continued existence of the company.
770,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,The restoration of creditworthiness must be necessary with regard to the common good.
771,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,INDUSTRIAL POLICY,"This is particularly the case if the threat to the company's continued existence would have a significant impact on the economy, technological sovereignty, security of supply, critical infrastructure or the labor market."
772,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,(4) A recapitalization measure may only be granted if the company on 31.
773,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"December 2019 did not meet the EU definition of ""company in difficulty"" and taking into account the stabilization measures there is a positive going concern forecast for the company."
774,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,The aim of the recapitalization should be adequate capital resources for the foreseeable future.
775,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,Appropriate is what is required to ensure long-term creditworthiness.
776,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"In doing so, it should be avoided that the stabilization measures directly lead to the company's capitalization being significantly better than in the run-up to the COVID-19 crisis, and not only in the short term."
777,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"(5) In individual cases, the economic stabilization fund should work to ensure that recapitalization only takes place after possible personal contributions from shareholders of the beneficiary company."
778,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,These own contributions are not taken into account when comparing the capital resources before the COVID-19 crisis and after the granting of the stabilization measure in accordance with paragraph 4 sentence 4.
779,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,(6) Recapitalization measures pursuant to paragraph 2 may also be applied together with measures pursuant to Section 21 of the Stabilization Fund Act.
780,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"Unofficial table of contents § 6 conditions for hybrid financial instruments (1) In the case of recapitalization measures according to § 5 paragraph 2 numbers 1 and 2, the requirements according to paragraphs 2 to 7 must be met."
781,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"If necessary, the fulfillment must be contractually secured."
782,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,'(2) The Economic Stabilization Fund receives appropriate remuneration from the beneficiary company.
783,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,This remuneration takes precedence over the profit-sharing rights of the other shareholders of the beneficiary company.
784,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,The remuneration can be in the form of a preferential allocation of profit or interest.
785,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,(3) The appropriateness of the remuneration is determined using standard market criteria.
786,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,The characteristics of the instrument - in particular the rank of the claim - the default risk and all payment modalities - the incentives to end the support and a suitable base rate must be taken into account.
787,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,The minimum remuneration for interest-bearing hybrid instruments is generally determined from the sum of the base interest rate and the premiums shown in the overview.
788,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,Base rate is the 1-year IBOR or an equivalent rate published by the European Commission.
789,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,Type of recipient\t1.
790,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,year\t2. and 3.
791,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,year\t4. and 5.
792,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,year\t6. and 7.
793,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,year\t8.
794,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,FINANCIAL POLICY: GUARANTEES,"Year and after SME\t2-25 percent\t3-25 percent\t4-5 percent\t6-0 percent\t8-0 percent Large Enterprises\t2-5 percent\t3-5 percent\t5-0 percent\t7-0 Percent \t9-5 percent (4) In the case of subordinated loans with a fixed interest rate that is independent of profits and without a right to convert (subordinated loans), the minimum remuneration is based, in derogation of paragraph 3, on the sum of the base interest rate in accordance with number 27 letter a- of the Temporary Framework for State Aid- the minimum amounts for the guarantee premiums in § 4 paragraph 3 as well as a surcharge of 2-0 percentage points for large companies and 1-50 percentage points for SMEs."
795,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,This applies to the extent that the amount of the subordinated loan for large companies is two thirds of the annual wage bill for the beneficiary company and for SMEs the entire annual wage bill for the beneficiary company and for large companies 8-4 percentage points and for SMEs 12-5 percentage points of the total turnover of the beneficiary company in 2019.
796,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"In the annual wage bill according to sentence 2, social security contributions and costs for personnel are to be included - the amlocation of the company works - but is formally on the payroll of subcontractors"
797,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,(5) Preferential participations according to § 5 paragraph 2 number 1 should in principle only be issued to the Economic Stabilization Fund - so that they form a separate class.
798,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,The issue amount is determined according to § 7 paragraphs 4 and 5.
799,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,Sentences 1 and 2 also apply to recapitalization instruments that provide for a right to convert into shares in companies with voting rights.
800,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"In the case of preferential participations, notwithstanding paragraph 3, a non-ascending remuneration or a lower remuneration can also be agreed - if a clear discount from the market value is made when determining the issue price."
801,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,(6) If the fund takes over silent participations - preferred participations without voting rights or other financial instruments with conversion rights - it can already make advance payments for the purpose of fulfilling the contribution obligation after the content of the stabilization measure has been determined - in particular the conditions according to § 9 - if the company law requirements for the creation of this contribution obligation have not yet been fulfilled.
802,049_DEU_2020-10-01_2022-05-20_10:33:00.8.txt,NONE,"These advance payments release the Economic Stabilization Fund from its obligation to make a contribution to the amount paid, in accordance with Article 5 Paragraph 5 of the Economic Stabilization Acceleration Act."
